"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"svchost","0","184","2203400155136","7553024","2109440","14072",,,,,,,,,,"Process",,,"8",,,,,"2856",".",,,,"14072","14072","2109440","2109440","82568","82568","2826240","2826240","8970240","8970240","2203407024128","88801280",,,"2109440","2109440","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","184","2203400155136","81932288","False",,,,"7553024","7553024",,,,,,"0","","True",,
"svchost","0","371","2203413909504","9093120","4927488","16192",,,,,,,,,,"Process",,,"8",,,,,"3176",".",,,,"16192","16192","4927488","4927488","97400","97400","7938048","7938048","12914688","12914688","2203429638144","111415296",,,"4927488","4927488","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","371","2203413909504","95686656","False",,,,"9093120","9093120",,,,,,"0","","True",,
"svchost","0","216","2203401089024","7364608","2940928","11176",,,,,,,,,,"Process",,,"8",,,,,"3324",".",,,,"11176","11176","2940928","2940928","86920","86920","6447104","6447104","10227712","10227712","2203414196224","95973376",,,"2940928","2940928","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","216","2203401089024","82866176","False",,,,"7364608","7364608",,,,,,"0","","True",,
"svchost","0","177","2203399524352","5795840","5726208","7744",,,,,,,,,,"Process",,,"8",,,,,"3428",".",,,,"7744","7744","5726208","5726208","60712","60712","5779456","5779456","7139328","7139328","2203401621504","83398656",,,"5726208","5726208","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","177","2203399524352","81301504","False",,,,"5795840","5795840",,,,,,"0","","True",,
"svchost","0","1434","2203529912320","43749376","44093440","21160",,,,,,,,,,"Process",,,"8",,,,,"3444",".",,,,"21160","21160","44093440","44093440","178608","178608","54702080","54702080","58773504","58773504","2203548823552","230600704",,,"44093440","44093440","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","1434","2203529912320","211689472","False",,,,"43749376","43749376",,,,,,"0","","True",,
"svchost","0","484","2203434577920","18051072","19017728","15024",,,,,,,,,,"Process",,,"8",,,,,"3752",".",,,,"15024","15024","19017728","19017728","88248","88248","26464256","26464256","28479488","28479488","2203447062528","128839680",,,"19017728","19017728","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","484","2203434577920","116355072","False",,,,"18051072","18051072",,,,,,"0","","True",,
"svchost","0","799","2203622248448","17006592","9965568","31384",,,,,,,,,,"Process",,,"8",,,,,"3920",".",,,,"31384","31384","9965568","9965568","178904","178904","57987072","57987072","68014080","68014080","2203649331200","331108352",,,"9965568","9965568","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","799","2203622248448","304025600","False",,,,"17006592","17006592",,,,,,"0","","True",,
"svchost","0","516","2203425468416","11743232","5775360","15904",,,,,,,,,,"Process",,,"8",,,,,"4080",".",,,,"15904","15904","5775360","5775360","126312","126312","6402048","6402048","14663680","14663680","2203433672704","115449856",,,"5775360","5775360","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","516","2203425468416","107245568","False",,,,"11743232","11743232",,,,,,"0","","True",,
"svchost","0","117","2203386544128","6041600","1638400","8016",,,,,,,,,,"Process",,,"8",,,,,"4108",".",,,,"8016","8016","1638400","1638400","62016","62016","1863680","1863680","7311360","7311360","2203392622592","74399744",,,"1638400","1638400","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","117","2203386544128","68321280","False",,,,"6041600","6041600",,,,,,"0","","True",,
"svchost","0","647","2203425742848","13684736","3305472","14344",,,,,,,,,,"Process",,,"8",,,,,"4120",".",,,,"14344","14344","3305472","3305472","145712","145712","3661824","3661824","14045184","14045184","2203509661696","191438848",,,"3305472","3305472","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","647","2203425742848","107520000","False",,,,"13684736","13684736",,,,,,"0","","True",,
"svchost","0","129","2203388657664","6348800","1769472","9240",,,,,,,,,,"Process",,,"8",,,,,"4128",".",,,,"9240","9240","1769472","1769472","66784","66784","2011136","2011136","7532544","7532544","2203394424832","76201984",,,"1769472","1769472","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","129","2203388657664","70434816","False",,,,"6348800","6348800",,,,,,"0","","True",,
"svchost","0","309","2203686129664","11411456","154451968","40040",,,,,,,,,,"Process",,,"8",,,,,"4264",".",,,,"40040","40040","154451968","154451968","116648","116648","212824064","212824064","99725312","99725312","2203691421696","373198848",,,"154451968","154451968","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","309","2203686129664","367906816","False",,,,"11411456","11411456",,,,,,"0","","True",,
"svchost","0","229","2203405905920","7999488","2678784","11416",,,,,,,,,,"Process",,,"8",,,,,"4272",".",,,,"11416","11416","2678784","2678784","101232","101232","3694592","3694592","9560064","9560064","2203417964544","99741696",,,"2678784","2678784","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","229","2203405905920","87683072","False",,,,"7999488","7999488",,,,,,"0","","True",,
"svchost","0","437","2203433271296","14049280","11309056","33672",,,,,,,,,,"Process",,,"8",,,,,"4384",".",,,,"33672","33672","11309056","11309056","119784","119784","15622144","15622144","24510464","24510464","2203450376192","132153344",,,"11309056","11309056","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","437","2203433271296","115048448","False",,,,"14049280","14049280",,,,,,"0","","True",,
"svchost","0","209","2203424223232","10637312","2777088","14008",,,,,,,,,,"Process",,,"8",,,,,"4464",".",,,,"14008","14008","2777088","2777088","119104","119104","3272704","3272704","12468224","12468224","2203425959936","107737088",,,"2777088","2777088","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","209","2203424223232","106000384","False",,,,"10637312","10637312",,,,,,"0","","True",,
"svchost","0","730","2203449262080","25083904","33284096","12912",,,,,,,,,,"Process",,,"8",,,,,"4732",".",,,,"12912","12912","33284096","33284096","102208","102208","47202304","47202304","43782144","43782144","2203459895296","141672448",,,"33284096","33284096","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","730","2203449262080","131039232","False",,,,"25083904","25083904",,,,,,"0","","True",,
"svchost","0","222","2203410989056","8609792","11517952","15960",,,,,,,,,,"Process",,,"8",,,,,"4816",".",,,,"15960","15960","11517952","11517952","103448","103448","12279808","12279808","19673088","19673088","2203417804800","99581952",,,"11517952","11517952","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","222","2203410989056","92766208","False",,,,"8609792","8609792",,,,,,"0","","True",,
"svchost","0","261","2203423424512","12062720","3399680","14176",,,,,,,,,,"Process",,,"8",,,,,"4828",".",,,,"14176","14176","3399680","3399680","102104","102104","4567040","4567040","15765504","15765504","2203431182336","112959488",,,"3399680","3399680","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","261","2203423424512","105201664","False",,,,"12062720","12062720",,,,,,"0","","True",,
"svchost","0","233","2207826194432","14655488","3530752","17464",,,,,,,,,,"Process",,,"8",,,,,"5148",".",,,,"17464","17464","3530752","3530752","128512","128512","71176192","71176192","80367616","80367616","2207841349632","228159488",,,"3530752","3530752","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","233","2207826194432","213004288","False",,,,"14655488","14655488",,,,,,"0","","True",,
"svchost","0","299","2203390857216","5353472","1384448","7880",,,,,,,,,,"Process",,,"8",,,,,"5152",".",,,,"7880","7880","1384448","1384448","74840","74840","1552384","1552384","6209536","6209536","2203393482752","75259904",,,"1384448","1384448","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","299","2203390857216","72634368","False",,,,"5353472","5353472",,,,,,"0","","True",,
"svchost","0","242","2203398926336","7897088","2179072","11200",,,,,,,,,,"Process",,,"8",,,,,"5244",".",,,,"11200","11200","2179072","2179072","91760","91760","2846720","2846720","9129984","9129984","2203407835136","89612288",,,"2179072","2179072","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","242","2203398926336","80703488","False",,,,"7897088","7897088",,,,,,"0","","True",,
"svchost","0","178","2203449618432","8400896","2424832","11944",,,,,,,,,,"Process",,,"8",,,,,"5252",".",,,,"11944","11944","2424832","2424832","136776","136776","9953280","9953280","23199744","23199744","2203647967232","329744384",,,"2424832","2424832","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","178","2203449618432","131395584","False",,,,"8400896","8400896",,,,,,"0","","True",,
"svchost","0","145","2203392843776","7004160","1773568","42864",,,,,,,,,,"Process",,,"8",,,,,"5268",".",,,,"42864","42864","1773568","1773568","73104","73104","2048000","2048000","8335360","8335360","2203396517888","78295040",,,"1773568","1773568","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","145","2203392843776","74620928","False",,,,"7004160","7004160",,,,,,"0","","True",,
"svchost","27","490","2203467591680","28024832","10137600","20208","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc",,"Microsoft Corporation","5.84375","10.0.22000.184 (WinBuild.160101.0800)","10.0.22000.184","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8944","8",,"False","02/04/2022 06:52:30",,"5420",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20208","20208","10137600","10137600","203672","203672","14565376","14565376","35504128","35504128","2203485691904","167469056","True","Normal","10137600","10137600","svchost","4095","27",,"System.Diagnostics.ProcessThreadCollection","490","2203467591680","149368832","False",,,,"28024832","28024832",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:02.0625000","00:00:05.8437500","00:00:03.7812500","0","","True",,
"svchost","0","545","2203426791424","16179200","5902336","15816",,,,,,,,,,"Process",,,"8",,,,,"5436",".",,,,"15816","15816","5902336","5902336","140128","140128","7081984","7081984","17457152","17457152","2203436236800","118013952",,,"5902336","5902336","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","545","2203426791424","108568576","False",,,,"16179200","16179200",,,,,,"0","","True",,
"svchost","0","156","2203392770048","6172672","1921024","9280",,,,,,,,,,"Process",,,"8",,,,,"5568",".",,,,"9280","9280","1921024","1921024","75760","75760","2490368","2490368","7356416","7356416","2203397488640","79265792",,,"1921024","1921024","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","156","2203392770048","74547200","False",,,,"6172672","6172672",,,,,,"0","","True",,
"svchost","0","553","2203451564032","18853888","7720960","29408",,,,,,,,,,"Process",,,"8",,,,,"5620",".",,,,"29408","29408","7720960","7720960","175760","175760","9961472","9961472","22396928","22396928","2203460292608","142069760",,,"7720960","7720960","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","553","2203451564032","133341184","False",,,,"18853888","18853888",,,,,,"0","","True",,
"svchost","0","317","2203440103424","15339520","3837952","22128",,,,,,,,,,"Process",,,"8",,,,,"5648",".",,,,"22128","22128","3837952","3837952","166080","166080","5324800","5324800","19398656","19398656","2203453194240","134971392",,,"3837952","3837952","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","317","2203440103424","121880576","False",,,,"15339520","15339520",,,,,,"0","","True",,
"svchost","0","372","2203405754368","9789440","3170304","23416",,,,,,,,,,"Process",,,"8",,,,,"5696",".",,,,"23416","23416","3170304","3170304","104104","104104","3948544","3948544","11886592","11886592","2203415810048","97587200",,,"3170304","3170304","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","372","2203405754368","87531520","False",,,,"9789440","9789440",,,,,,"0","","True",,
"svchost","0","431","2203449139200","18087936","6668288","20800",,,,,,,,,,"Process",,,"8",,,,,"5736",".",,,,"20800","20800","6668288","6668288","142824","142824","19632128","19632128","32227328","32227328","2203468570624","150347776",,,"6668288","6668288","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","431","2203449139200","130916352","False",,,,"18087936","18087936",,,,,,"0","","True",,
"svchost","0","402","2203723026432","41381888","37195776","27768",,,,,,,,,,"Process",,,"8",,,,,"5800",".",,,,"27768","27768","37195776","37195776","158432","158432","301043712","301043712","255492096","255492096","2204015636480","697413632",,,"37195776","37195776","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","402","2203723026432","404803584","False",,,,"41381888","41381888",,,,,,"0","","True",,
"svchost","0","598","2203503071232","30654464","21004288","29376",,,,,,,,,,"Process",,,"8",,,,,"5980",".",,,,"29376","29376","21004288","21004288","209848","209848","41009152","41009152","63340544","63340544","2203588943872","270721024",,,"21004288","21004288","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","598","2203503071232","184848384","False",,,,"30654464","30654464",,,,,,"0","","True",,
"svchost","0","195","2203689287680","10989568","7282688","15632",,,,,,,,,,"Process",,,"8",,,,,"6000",".",,,,"15632","15632","7282688","7282688","102632","102632","7602176","7602176","12623872","12623872","2203695054848","376832000",,,"7282688","7282688","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","195","2203689287680","371064832","False",,,,"10989568","10989568",,,,,,"0","","True",,
"svchost","0","178","2203400048640","7200768","2093056","11088",,,,,,,,,,"Process",,,"8",,,,,"6100",".",,,,"11088","11088","2093056","2093056","84632","84632","2420736","2420736","8978432","8978432","2203403198464","84975616",,,"2093056","2093056","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","178","2203400048640","81825792","False",,,,"7200768","7200768",,,,,,"0","","True",,
"svchost","0","173","2203415322624","7168000","1925120","10800",,,,,,,,,,"Process",,,"8",,,,,"6164",".",,,,"10800","10800","1925120","1925120","87376","87376","17498112","17498112","25092096","25092096","2203420049408","101826560",,,"1925120","1925120","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","173","2203415322624","97099776","False",,,,"7168000","7168000",,,,,,"0","","True",,
"svchost","0","253","2203412561920","10317824","3801088","19616",,,,,,,,,,"Process",,,"8",,,,,"6336",".",,,,"19616","19616","3801088","3801088","116064","116064","4087808","4087808","13168640","13168640","2203418329088","100106240",,,"3801088","3801088","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","253","2203412561920","94339072","False",,,,"10317824","10317824",,,,,,"0","","True",,
"svchost","0","202","2203407704064","8867840","2531328","12376",,,,,,,,,,"Process",,,"8",,,,,"6564",".",,,,"12376","12376","2531328","2531328","109936","109936","3125248","3125248","11321344","11321344","2203417538560","99315712",,,"2531328","2531328","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","202","2203407704064","89481216","False",,,,"8867840","8867840",,,,,,"0","","True",,
"svchost","0","209","2203405877248","8937472","2703360","12920",,,,,,,,,,"Process",,,"8",,,,,"6628",".",,,,"12920","12920","2703360","2703360","91808","91808","3063808","3063808","10477568","10477568","2203411648512","93425664",,,"2703360","2703360","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","209","2203405877248","87654400","False",,,,"8937472","8937472",,,,,,"0","","True",,
"svchost","0","184","2203394682880","6696960","3080192","353712",,,,,,,,,,"Process",,,"8",,,,,"6688",".",,,,"353712","353712","3080192","3080192","70560","70560","3678208","3678208","9084928","9084928","2203400974336","82751488",,,"3080192","3080192","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","184","2203394682880","76460032","False",,,,"6696960","6696960",,,,,,"0","","True",,
"svchost","0","125","2203386662912","5406720","1421312","7784",,,,,,,,,,"Process",,,"8",,,,,"6824",".",,,,"7784","7784","1421312","1421312","61320","61320","1490944","1490944","6266880","6266880","2203388760064","70537216",,,"1421312","1421312","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","125","2203386662912","68440064","False",,,,"5406720","5406720",,,,,,"0","","True",,
"svchost","0","403","2203431186432","20983808","5337088","19288",,,,,,,,,,"Process",,,"8",,,,,"6844",".",,,,"19288","19288","5337088","5337088","173000","173000","6123520","6123520","23175168","23175168","2203449380864","131158016",,,"5337088","5337088","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","403","2203431186432","112963584","False",,,,"20983808","20983808",,,,,,"0","","True",,
"svchost","0","293","2203436261376","15839232","3915776","15808",,,,,,,,,,"Process",,,"8",,,,,"6904",".",,,,"15808","15808","3915776","3915776","167552","167552","6168576","6168576","17891328","17891328","2203443077120","124854272",,,"3915776","3915776","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","293","2203436261376","118038528","False",,,,"15839232","15839232",,,,,,"0","","True",,
"svchost","0","236","2203399696384","8261632","2568192","12008",,,,,,,,,,"Process",,,"8",,,,,"7764",".",,,,"12008","12008","2568192","2568192","90688","90688","3125248","3125248","9674752","9674752","2203404939264","86716416",,,"2568192","2568192","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","236","2203399696384","81473536","False",,,,"8261632","8261632",,,,,,"0","","True",,
"svchost","0","379","2203464314880","27234304","12349440","17128",,,,,,,,,,"Process",,,"8",,,,,"7844",".",,,,"17128","17128","12349440","12349440","174008","174008","13463552","13463552","29822976","29822976","2203473203200","154980352",,,"12349440","12349440","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","379","2203464314880","146092032","False",,,,"27234304","27234304",,,,,,"0","","True",,
"svchost","0","171","2203403943936","8503296","2355200","11888",,,,,,,,,,"Process",,,"8",,,,,"8780",".",,,,"11888","11888","2355200","2355200","91936","91936","2744320","2744320","10067968","10067968","2203406565376","88342528",,,"2355200","2355200","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","171","2203403943936","85721088","False",,,,"8503296","8503296",,,,,,"0","","True",,
"svchost","0","416","2203436060672","18554880","4583424","18584",,,,,,,,,,"Process",,,"8",,,,,"9000",".",,,,"18584","18584","4583424","4583424","150768","150768","5107712","5107712","18817024","18817024","2203437633536","119410688",,,"4583424","4583424","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","416","2203436060672","117837824","False",,,,"18554880","18554880",,,,,,"0","","True",,
"svchost","0","172","2203414220800","8253440","2007040","9704",,,,,,,,,,"Process",,,"8",,,,,"9628",".",,,,"9704","9704","2007040","2007040","109880","109880","2154496","2154496","8970240","8970240","2203417366528","99143680",,,"2007040","2007040","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","172","2203414220800","95997952","False",,,,"8253440","8253440",,,,,,"0","","True",,
"svchost","0","987","2203439972352","12480512","7917568","14896",,,,,,,,,,"Process",,,"8",,,,,"10776",".",,,,"14896","14896","7917568","7917568","129344","129344","12677120","12677120","44883968","44883968","2203745370112","427147264",,,"7917568","7917568","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","987","2203439972352","121749504","False",,,,"12480512","12480512",,,,,,"0","","True",,
"svchost","0","488","2203450806272","21254144","6733824","26880",,,,,,,,,,"Process",,,"8",,,,,"11048",".",,,,"26880","26880","6733824","6733824","185632","185632","7651328","7651328","22843392","22843392","2203459719168","141496320",,,"6733824","6733824","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","488","2203450806272","132583424","False",,,,"21254144","21254144",,,,,,"0","","True",,
"svchost","27","180","2203432882176","9678848","1875968","9920","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k PenService -s PenService",,"Microsoft Corporation","0.03125","10.0.22000.184 (WinBuild.160101.0800)","10.0.22000.184","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8432","8",,"False","02/04/2022 06:52:30",,"11252",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9920","9920","1875968","1875968","132232","132232","2199552","2199552","10244096","10244096","2203437608960","119386112","True","Normal","1875968","1875968","svchost","4095","27",,"System.Diagnostics.ProcessThreadCollection","180","2203432882176","114659328","False",,,,"9678848","9678848",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","0","","True",,
"svchost","0","116","2203389751296","7393280","1880064","8656",,,,,,,,,,"Process",,,"8",,,,,"11788",".",,,,"8656","8656","1880064","1880064","63144","63144","2908160","2908160","9084928","9084928","2203393658880","75436032",,,"1880064","1880064","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","116","2203389751296","71528448","False",,,,"7393280","7393280",,,,,,"0","","True",,
"svchost","0","279","2203440025600","9805824","3399680","16424",,,,,,,,,,"Process",,,"8",,,,,"11924",".",,,,"16424","16424","3399680","3399680","146616","146616","3723264","3723264","11698176","11698176","2203441598464","123375616",,,"3399680","3399680","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","279","2203440025600","121802752","False",,,,"9805824","9805824",,,,,,"0","","True",,
"svchost","0","354","2203425619968","20381696","5054464","16280",,,,,,,,,,"Process",,,"8",,,,,"12656",".",,,,"16280","16280","5054464","5054464","146184","146184","6496256","6496256","25444352","25444352","2203445645312","127422464",,,"5054464","5054464","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","354","2203425619968","107397120","False",,,,"20381696","20381696",,,,,,"0","","True",,
"svchost","0","237","2203396374528","7847936","2060288","21632",,,,,,,,,,"Process",,,"8",,,,,"15452",".",,,,"21632","21632","2060288","2060288","93256","93256","2985984","2985984","8798208","8798208","2203405287424","87064576",,,"2060288","2060288","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","237","2203396374528","78151680","False",,,,"7847936","7847936",,,,,,"0","","True",,
"svchost","0","301","2203419533312","13205504","2953216","13792",,,,,,,,,,"Process",,,"8",,,,,"15844",".",,,,"13792","13792","2953216","2953216","140120","140120","3518464","3518464","14856192","14856192","2203431989248","113766400",,,"2953216","2953216","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","301","2203419533312","101310464","False",,,,"13205504","13205504",,,,,,"0","","True",,
"svchost","0","840","2203718049792","54349824","24051712","85920",,,,,,,,,,"Process",,,"8",,,,,"15884",".",,,,"85920","85920","24051712","24051712","347016","347016","36757504","36757504","65585152","65585152","2203780325376","462102528",,,"24051712","24051712","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","840","2203718049792","399826944","False",,,,"54349824","54349824",,,,,,"0","","True",,
"svchost","0","297","2203437961216","16732160","3616768","15992",,,,,,,,,,"Process",,,"8",,,,,"17736",".",,,,"15992","15992","3616768","3616768","130728","130728","4952064","4952064","19365888","19365888","2203446308864","128086016",,,"3616768","3616768","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","297","2203437961216","119738368","False",,,,"16732160","16732160",,,,,,"0","","True",,
"svchost","0","234","2203423981568","11010048","2949120","12872",,,,,,,,,,"Process",,,"8",,,,,"17976",".",,,,"12872","12872","2949120","2949120","139120","139120","3817472","3817472","13041664","13041664","2203426603008","108380160",,,"2949120","2949120","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","234","2203423981568","105758720","False",,,,"11010048","11010048",,,,,,"0","","True",,
"svchost","27","144","2203412758528","9240576","2142208","10752","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k BthAppGroup -p -s BluetoothUserService",,"Microsoft Corporation","0.140625","10.0.22000.184 (WinBuild.160101.0800)","10.0.22000.184","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10764","8",,"False","02/04/2022 06:52:30",,"19840",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10752","10752","2142208","2142208","116480","116480","2711552","2711552","10113024","10113024","2203421306880","103084032","True","Normal","2142208","2142208","svchost","4095","27",,"System.Diagnostics.ProcessThreadCollection","144","2203412758528","94535680","False",,,,"9240576","9240576",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1250000","00:00:00.1406250","00:00:00.0156250","0","","True",,
"svchost","0","679","2203426152448","13438976","4313088","27952",,,,,,,,,,"Process",,,"8",,,,,"20716",".",,,,"27952","27952","4313088","4313088","141960","141960","4878336","4878336","15298560","15298560","2203431936000","113713152",,,"4313088","4313088","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","679","2203426152448","107929600","False",,,,"13438976","13438976",,,,,,"0","","True",,
"svchost","0","327","2203458547712","28188672","7761920","19536",,,,,,,,,,"Process",,,"8",,,,,"21280",".",,,,"19536","19536","7761920","7761920","204488","204488","9498624","9498624","31535104","31535104","2203474014208","155791360",,,"7761920","7761920","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","327","2203458547712","140324864","False",,,,"28188672","28188672",,,,,,"0","","True",,
"svchost","27","297","2203467091968","21053440","3813376","14408","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc",,"Microsoft Corporation","0.0625","10.0.22000.184 (WinBuild.160101.0800)","10.0.22000.184","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3228","8",,"False","02/04/2022 06:52:31",,"22256",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14408","14408","3813376","3813376","195256","195256","3846144","3846144","22073344","22073344","2203468115968","149893120","True","Normal","3813376","3813376","svchost","4095","27",,"System.Diagnostics.ProcessThreadCollection","297","2203467091968","148869120","False",,,,"21053440","21053440",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0312500","00:00:00.0625000","00:00:00.0312500","0","","True",,
"svchost","0","208","2203405107200","9646080","2736128","11736",,,,,,,,,,"Process",,,"8",,,,,"23436",".",,,,"11736","11736","2736128","2736128","96880","96880","3104768","3104768","11538432","11538432","2203410874368","92651520",,,"2736128","2736128","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","208","2203405107200","86884352","False",,,,"9646080","9646080",,,,,,"0","","True",,
"svchost","0","210","2203447873536","23281664","9490432","14272",,,,,,,,,,"Process",,,"8",,,,,"23704",".",,,,"14272","14272","9490432","9490432","126040","126040","12038144","12038144","25784320","25784320","2203452489728","134266880",,,"9490432","9490432","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","210","2203447873536","129650688","False",,,,"23281664","23281664",,,,,,"0","","True",,
"svchost","0","209","2203409911808","11493376","2375680","11552",,,,,,,,,,"Process",,,"8",,,,,"25788",".",,,,"11552","11552","2375680","2375680","110280","110280","2789376","2789376","12353536","12353536","2203415678976","97456128",,,"2375680","2375680","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","209","2203409911808","91688960","False",,,,"11493376","11493376",,,,,,"0","","True",,
"svchost","0","144","2203397292032","7344128","1695744","9144",,,,,,,,,,"Process",,,"8",,,,,"26272",".",,,,"9144","9144","1695744","1695744","73792","73792","2088960","2088960","8716288","8716288","2203404771328","86548480",,,"1695744","1695744","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","144","2203397292032","79069184","False",,,,"7344128","7344128",,,,,,"0","","True",,
